"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YGR060W" "MATCH" "1" "ERG25" "S. cerevisiae" "ERGosterol biosynthesis" "930" "YGR060W" "S000003292" "ORF"
"YGL099W" "MATCH" "1" "LSG1" "S. cerevisiae" "Large-Subunit Gtpase" "1923" "YGL099W" "S000003067" "ORF"
"YKL026C" "MATCH" "1" "GPX1" "S. cerevisiae" "Glutathione PeroXidase" "504" "YKL026C" "S000001509" "ORF"
"YML108W" "MATCH" "1" "" "S. cerevisiae" "" "318" "YML108W" "S000004576" "ORF"
"YKL159C" "MATCH" "1" "RCN1" "S. cerevisiae" "Regulator of CalciNeurin" "636" "YKL159C" "S000001642" "ORF"
"YOR362C" "MATCH" "1" "PRE10" "S. cerevisiae" "PRoteinase yscE" "867" "YOR362C" "S000005889" "ORF"
"YER117W" "MATCH" "1" "RPL23B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "885" "YER117W" "S000000919" "ORF"
"YLR441C" "MATCH" "1" "RPS1A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "768" "YLR441C" "S000004433" "ORF"
"YOL004W" "MATCH" "1" "SIN3" "S. cerevisiae" "Switch INdependent" "4611" "YOL004W" "S000005364" "ORF"
"YOL137W" "MATCH" "1" "BSC6" "S. cerevisiae" "Bypass of Stop Codon" "1494" "YOL137W" "S000005497" "ORF"
"YGL144C" "MATCH" "1" "ROG1" "S. cerevisiae" "Revertant Of Glycogen synthase kinase mutation" "2058" "YGL144C" "S000003112" "ORF"
"YHR078W" "MATCH" "1" "" "S. cerevisiae" "" "1659" "YHR078W" "S000001120" "ORF"
"YGL011C" "MATCH" "1" "SCL1" "S. cerevisiae" "Suppressor of Crl3 ts Lethality" "759" "YGL011C" "S000002979" "ORF"
"YPL235W" "MATCH" "1" "RVB2" "S. cerevisiae" "RuVB-like" "1416" "YPL235W" "S000006156" "ORF"
"YER118C" "MATCH" "1" "SHO1" "S. cerevisiae" "Synthetic, High Osmolarity-sensitive" "1104" "YER118C" "S000000920" "ORF"
"YDR052C" "MATCH" "1" "DBF4" "S. cerevisiae" "DumbBell Former" "2115" "YDR052C" "S000002459" "ORF"
"YLR137W" "MATCH" "1" "RKM5" "S. cerevisiae" "Ribosomal lysine (K) Methyltransferase 5" "1104" "YLR137W" "S000004127" "ORF"
"YHR079C" "MATCH" "1" "IRE1" "S. cerevisiae" "Inositol REquiring" "3348" "YHR079C" "S000001121" "ORF"
"YDL005C" "MATCH" "1" "MED2" "S. cerevisiae" "MEDiator complex" "1296" "YDL005C" "S000002163" "ORF"
"YOR059C" "MATCH" "1" "LPL1" "S. cerevisiae" "LD phospholipase" "1353" "YOR059C" "S000005585" "ORF"
"YDL137W" "MATCH" "1" "ARF2" "S. cerevisiae" "ADP-Ribosylation Factor" "546" "YDL137W" "S000002296" "ORF"
"YCL073C" "MATCH" "1" "GEX1" "S. cerevisiae" "Glutathione EXchanger" "1848" "YCL073C" "S000000575" "ORF"
"YDL004W" "MATCH" "1" "ATP16" "S. cerevisiae" "ATP synthase" "483" "YDL004W" "S000002162" "ORF"
"YGL010W" "MATCH" "1" "MPO1" "S. cerevisiae" "Metabolism of PHS to Odd-numbered fatty acids" "525" "YGL010W" "S000002978" "ORF"
"YCR087C-A" "MATCH" "1" "" "S. cerevisiae" "" "462" "YCR087C-A" "S000007223" "ORF"
"YNL079C" "MATCH" "1" "TPM1" "S. cerevisiae" "TroPoMyosin" "600" "YNL079C" "S000005023" "ORF"
"YOR361C" "MATCH" "1" "PRT1" "S. cerevisiae" "PRoTein synthesis" "2292" "YOR361C" "S000005888" "ORF"
"YLR442C" "MATCH" "1" "SIR3" "S. cerevisiae" "Silent Information Regulator" "2937" "YLR442C" "S000004434" "ORF"
"YGL143C" "MATCH" "1" "MRF1" "S. cerevisiae" "Mitochondrial peptide chain Release Factor" "1242" "YGL143C" "S000003111" "ORF"
"YDR051C" "MATCH" "1" "DET1" "S. cerevisiae" "Decreased Ergosterol Transport" "1005" "YDR051C" "S000002458" "ORF"
"YGR192C" "MATCH" "1" "TDH3" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YGR192C" "S000003424" "ORF"
"YOR057W" "MATCH" "1" "SGT1" "S. cerevisiae" "Suppressor of G2 (Two) allele of skp1" "1188" "YOR057W" "S000005583" "ORF"
"YDR184C" "MATCH" "1" "ATC1" "S. cerevisiae" "Aip Three Complex" "885" "YDR184C" "S000002592" "ORF"
"YLR005W" "MATCH" "1" "SSL1" "S. cerevisiae" "Suppressor of Stem-Loop mutation" "1386" "YLR005W" "S000003995" "ORF"
"YLR138W" "MATCH" "1" "NHA1" "S. cerevisiae" "Na+/H+ Antiporter" "2958" "YLR138W" "S000004128" "ORF"
"YML107C" "MATCH" "1" "PML39" "S. cerevisiae" "Pre-mRNA Leakage" "1005" "YML107C" "S000004575" "ORF"
"YPR201W" "MATCH" "1" "ARR3" "S. cerevisiae" "ARsenicals Resistance" "1215" "YPR201W" "S000006405" "ORF"
"YIR009W" "MATCH" "1" "MSL1" "S. cerevisiae" "MUD Synthetic Lethal" "336" "YIR009W" "S000001448" "ORF"
"YKL027W" "MATCH" "1" "TCD2" "S. cerevisiae" "tRNA ThreonylCarbamoyladenosine Dehydratase" "1344" "YKL027W" "S000001510" "ORF"
"YPL236C" "MATCH" "1" "ENV7" "S. cerevisiae" "late ENdosome and Vacuole interface function" "1095" "YPL236C" "S000006157" "ORF"
"YDL139C" "MATCH" "1" "SCM3" "S. cerevisiae" "Suppressor of Chromosome Missegregation" "672" "YDL139C" "S000002298" "ORF"
"YKR072C" "MATCH" "1" "SIS2" "S. cerevisiae" "SIt4 Suppressor" "1689" "YKR072C" "S000001780" "ORF"
"YLR006C" "MATCH" "1" "SSK1" "S. cerevisiae" "Suppressor of Sensor Kinase" "2139" "YLR006C" "S000003996" "ORF"
"YDL138W" "MATCH" "1" "RGT2" "S. cerevisiae" "Restores Glucose Transport" "2292" "YDL138W" "S000002297" "ORF"
"YAL009W" "MATCH" "1" "SPO7" "S. cerevisiae" "SPOrulation" "780" "YAL009W" "S000000007" "ORF"
"YOL005C" "MATCH" "1" "RPB11" "S. cerevisiae" "RNA Polymerase B" "363" "YOL005C" "S000005365" "ORF"
"YDR183W" "MATCH" "1" "PLP1" "S. cerevisiae" "Phosducin-Like Protein" "693" "YDR183W" "S000002591" "ORF"
"YLR139C" "MATCH" "1" "SLS1" "S. cerevisiae" "Synthetic Lethal with SSM4" "1932" "YLR139C" "S000004129" "ORF"
"YOR058C" "MATCH" "1" "ASE1" "S. cerevisiae" "Anaphase Spindle Elongation" "2658" "YOR058C" "S000005584" "ORF"
"YGR191W" "MATCH" "1" "HIP1" "S. cerevisiae" "HIstidine Permease" "1812" "YGR191W" "S000003423" "ORF"
"YKL024C" "MATCH" "1" "URA6" "S. cerevisiae" "URAcil requiring" "615" "YKL024C" "S000001507" "ORF"
"YBL005W-A" "MATCH" "1" "" "S. cerevisiae" "" "" "YBL005W-A" "S000002146" "TransposableElementGene"
"YJL180C" "MATCH" "1" "ATP12" "S. cerevisiae" "ATP synthase" "978" "YJL180C" "S000003716" "ORF"
"YBL005W-B" "MATCH" "1" "" "S. cerevisiae" "" "" "YBL005W-B" "S000002147" "TransposableElementGene"
"YOR360C" "MATCH" "1" "PDE2" "S. cerevisiae" "PhosphoDiEsterase" "1581" "YOR360C" "S000005887" "ORF"
"YCL074W" "MATCH" "1" "" "S. cerevisiae" "" "" "YCL074W" "S000000579" "Pseudogene"
"YKR074W" "MATCH" "1" "AIM29" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "468" "YKR074W" "S000001782" "ORF"
"YGL142C" "MATCH" "1" "GPI10" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1851" "YGL142C" "S000003110" "ORF"
"YKL023W" "MATCH" "1" "SKA1" "S. cerevisiae" "SKi Associated factor" "834" "YKL023W" "S000001506" "ORF"
"YPL233W" "MATCH" "1" "NSL1" "S. cerevisiae" "Nnf1 Synthetic Lethal" "651" "YPL233W" "S000006154" "ORF"
"YDR490C" "MATCH" "1" "PKH1" "S. cerevisiae" "Pkb-activating Kinase Homolog" "2301" "YDR490C" "S000002898" "ORF"
"YER116C" "MATCH" "1" "SLX8" "S. cerevisiae" "Synthetic Lethal of unknown (X) function" "825" "YER116C" "S000000918" "ORF"
"YKL157W" "MATCH" "1" "APE2" "S. cerevisiae" "AminoPEptidase" "3242" "YKL157W" "S000001640" "ORF"
"YOR189W" "MATCH" "1" "IES4" "S. cerevisiae" "Ino Eighty Subunit" "351" "YOR189W" "S000005715" "ORF"
"YDR054C" "MATCH" "1" "CDC34" "S. cerevisiae" "Cell Division Cycle" "888" "YDR054C" "S000002461" "ORF"
"YLR135W" "MATCH" "1" "SLX4" "S. cerevisiae" "Synthetic Lethal of unknown (X) function" "2247" "YLR135W" "S000004125" "ORF"
"YLR268W" "MATCH" "1" "SEC22" "S. cerevisiae" "SECretory" "645" "YLR268W" "S000004258" "ORF"
"YNL078W" "MATCH" "1" "NIS1" "S. cerevisiae" "Neck protein Interacting with Septins" "1224" "YNL078W" "S000005022" "ORF"
"YLR003C" "MATCH" "1" "CMS1" "S. cerevisiae" "Complementation of Mcm-10 Suppressor" "876" "YLR003C" "S000003993" "ORF"
"YLR136C" "MATCH" "1" "TIS11" "S. cerevisiae" "similar to the mammalian TPA Induced Sequence gene family" "858" "YLR136C" "S000004126" "ORF"
"YOL006C" "MATCH" "1" "TOP1" "S. cerevisiae" "TOPoisomerase" "2310" "YOL006C" "S000005366" "ORF"
"YOL139C" "MATCH" "1" "CDC33" "S. cerevisiae" "Cell Division Cycle" "642" "YOL139C" "S000005499" "ORF"
"YBL107C" "MATCH" "1" "MIX23" "S. cerevisiae" "Mitochondrial Intermembrane space CX(n)C motif protein" "591" "YBL107C" "S000000203" "ORF"
"YGL141W" "MATCH" "1" "HUL5" "S. cerevisiae" "Hect Ubiquitin Ligase" "2733" "YGL141W" "S000003109" "ORF"
"YML109W" "MATCH" "1" "ZDS2" "S. cerevisiae" "Zillion Different Screens" "2829" "YML109W" "S000004577" "ORF"
"YKL025C" "MATCH" "1" "PAN3" "S. cerevisiae" "Poly(A) Nuclease" "2040" "YKL025C" "S000001508" "ORF"
"YBR207W" "MATCH" "1" "FTH1" "S. cerevisiae" "FTR1 Homolog" "1398" "YBR207W" "S000000411" "ORF"
"YLR440C" "MATCH" "1" "SEC39" "S. cerevisiae" "SECretory" "2130" "YLR440C" "S000004432" "ORF"
"YPL101W" "MATCH" "1" "ELP4" "S. cerevisiae" "ELongator Protein" "1371" "YPL101W" "S000006022" "ORF"
"YPL234C" "MATCH" "1" "VMA11" "S. cerevisiae" "Vacuolar Membrane Atpase" "495" "YPL234C" "S000006155" "ORF"
"YPR203W" "MATCH" "1" "" "S. cerevisiae" "" "309" "YPR203W" "S000006407" "ORF"
"YDR186C" "MATCH" "1" "SND1" "S. cerevisiae" "Srp-iNDependent targeting" "2634" "YDR186C" "S000002594" "ORF"
"YOR188W" "MATCH" "1" "MSB1" "S. cerevisiae" "Multicopy Suppression of a Budding defect" "3414" "YOR188W" "S000005714" "ORF"
"YBR208C" "MATCH" "1" "DUR1,2" "S. cerevisiae" "Degradation of URea" "5508" "YBR208C" "S000000412" "ORF"
"YER115C" "MATCH" "1" "SPR6" "S. cerevisiae" "SPorulation Regulated" "576" "YER115C" "S000000917" "ORF"
"YLR004C" "MATCH" "1" "THI73" "S. cerevisiae" "THIamine regulon" "1572" "YLR004C" "S000003994" "ORF"
"YDL003W" "MATCH" "1" "MCD1" "S. cerevisiae" "Mitotic Chromosome Determinant" "1701" "YDL003W" "S000002161" "ORF"
"YOR056C" "MATCH" "1" "NOB1" "S. cerevisiae" "Nin1 (One) Binding protein" "1380" "YOR056C" "S000005582" "ORF"
"YDL136W" "MATCH" "1" "RPL35B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "768" "YDL136W" "S000002295" "ORF"
"YBL106C" "MATCH" "1" "SRO77" "S. cerevisiae" "Suppressor of rho3" "3033" "YBL106C" "S000000202" "ORF"
"YOR180C" "MATCH" "1" "DCI1" "S. cerevisiae" "delta(3,5)-delta(2,4)-Dienoyl-CoA Isomerase" "816" "YOR180C" "S000005706" "ORF"
"YDR100W" "MATCH" "1" "TVP15" "S. cerevisiae" "Tlg2-Vesicle Protein" "432" "YDR100W" "S000002507" "ORF"
"YPL190C" "MATCH" "1" "NAB3" "S. cerevisiae" "Nuclear polyAdenylated RNA-Binding" "2409" "YPL190C" "S000006111" "ORF"
"YCR043C" "MATCH" "1" "" "S. cerevisiae" "" "384" "YCR043C" "S000000639" "ORF"
"YBL064C" "MATCH" "1" "PRX1" "S. cerevisiae" "PeroxiRedoXin" "786" "YBL064C" "S000000160" "ORF"
"YLR009W" "MATCH" "1" "RLP24" "S. cerevisiae" "Ribosomal-Like Protein" "600" "YLR009W" "S000003999" "ORF"
"YHR074W" "MATCH" "1" "QNS1" "S. cerevisiae" "glutamine (Q) dependent Nad+ Synthetase" "2145" "YHR074W" "S000001116" "ORF"
"YGL095C" "MATCH" "1" "VPS45" "S. cerevisiae" "Vacuolar Protein Sorting" "1734" "YGL095C" "S000003063" "ORF"
"YBR159W" "MATCH" "1" "IFA38" "S. cerevisiae" "" "1044" "YBR159W" "S000000363" "ORF"
"YML104C" "MATCH" "1" "MDM1" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "3384" "YML104C" "S000004572" "ORF"
"YOL088C" "MATCH" "1" "MPD2" "S. cerevisiae" "Multicopy suppressor of PDI1 deletion" "834" "YOL088C" "S000005448" "ORF"
"YDR101C" "MATCH" "1" "ARX1" "S. cerevisiae" "Associated with Ribosomal eXport complex" "1782" "YDR101C" "S000002508" "ORF"
"YJL189W" "MATCH" "1" "RPL39" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "542" "YJL189W" "S000003725" "ORF"
"YLR312C" "MATCH" "1" "ATG39" "S. cerevisiae" "AuTophaGy related" "1197" "YLR312C" "S000004303" "ORF"
"YDL008W" "MATCH" "1" "APC11" "S. cerevisiae" "Anaphase Promoting Complex" "498" "YDL008W" "S000002166" "ORF"
"YHR075C" "MATCH" "1" "PPE1" "S. cerevisiae" "Phosphoprotein Phosphatase methylEsterase" "1203" "YHR075C" "S000001117" "ORF"
"YJL057C" "MATCH" "1" "IKS1" "S. cerevisiae" "" "2004" "YJL057C" "S000003593" "ORF"
"YDR499W" "MATCH" "1" "LCD1" "S. cerevisiae" "Lethal, Checkpoint-defective, DNA damage sensitive" "2244" "YDR499W" "S000002907" "ORF"
"YBL063W" "MATCH" "1" "KIP1" "S. cerevisiae" "KInesin related Protein" "3336" "YBL063W" "S000000159" "ORF"
"YHL020C" "MATCH" "1" "OPI1" "S. cerevisiae" "OverProducer of Inositol" "1215" "YHL020C" "S000001012" "ORF"
"YDR232W" "MATCH" "1" "HEM1" "S. cerevisiae" "HEMe biosynthesis" "1647" "YDR232W" "S000002640" "ORF"
"YCR042C" "MATCH" "1" "TAF2" "S. cerevisiae" "TATA binding protein-Associated Factor" "4224" "YCR042C" "S000000638" "ORF"
"YKL201C" "MATCH" "1" "MNN4" "S. cerevisiae" "MaNNosyltransferase" "3537" "YKL201C" "S000001684" "ORF"
"YGL094C" "MATCH" "1" "PAN2" "S. cerevisiae" "Poly(A)-binding protein-dependent poly(A) riboNuclease" "3348" "YGL094C" "S000003062" "ORF"
"YML103C" "MATCH" "1" "NUP188" "S. cerevisiae" "NUclear Pore" "4968" "YML103C" "S000004571" "ORF"
"YBR028C" "MATCH" "1" "YPK3" "S. cerevisiae" "" "1578" "YBR028C" "S000000232" "ORF"
"YDR322C-A" "MATCH" "1" "TIM11" "S. cerevisiae" "Translocase of the Inner Mitochondrial membrane" "291" "YDR322C-A" "S000007255" "ORF"
"YGL093W" "MATCH" "1" "SPC105" "S. cerevisiae" "Spindle Pole Component" "2754" "YGL093W" "S000003061" "ORF"
"YDR233C" "MATCH" "1" "RTN1" "S. cerevisiae" "ReTiculoN-like" "888" "YDR233C" "S000002641" "ORF"
"YPR152C" "MATCH" "1" "URN1" "S. cerevisiae" "U2-U5-U6 snRNP, RES complex, and NTC interacting protein" "1398" "YPR152C" "S000006356" "ORF"
"YDR366C" "MATCH" "1" "" "S. cerevisiae" "" "399" "YDR366C" "S000002774" "ORF"
"YLR313C" "MATCH" "1" "SPH1" "S. cerevisiae" "SPa2 Homolog" "1593" "YLR313C" "S000004305" "ORF"
"YPL191C" "MATCH" "1" "" "S. cerevisiae" "" "1083" "YPL191C" "S000006112" "ORF"
"YJL058C" "MATCH" "1" "BIT61" "S. cerevisiae" "Binding partner of Tor2p" "1632" "YJL058C" "S000003594" "ORF"
"YIR001C" "MATCH" "1" "SGN1" "S. cerevisiae" "Slower Growth on Non-fermentable carbon sources" "753" "YIR001C" "S000001440" "ORF"
"YPR155C" "MATCH" "1" "NCA2" "S. cerevisiae" "Nuclear Control of ATPase" "1851" "YPR155C" "S000006359" "ORF"
"YDR235W" "MATCH" "1" "PRP42" "S. cerevisiae" "Pre-mRNA Processing" "1635" "YDR235W" "S000002643" "ORF"
"YLR310C" "MATCH" "1" "CDC25" "S. cerevisiae" "Cell Division Cycle" "4770" "YLR310C" "S000004301" "ORF"
"YDR368W" "MATCH" "1" "YPR1" "S. cerevisiae" "Yeast Putative Reductase" "939" "YDR368W" "S000002776" "ORF"
"YJL059W" "MATCH" "1" "YHC3" "S. cerevisiae" "Yeast Homolog of human Cln3" "1227" "YJL059W" "S000003595" "ORF"
"YPR154W" "MATCH" "1" "PIN3" "S. cerevisiae" "Psi+ INducibility" "648" "YPR154W" "S000006358" "ORF"
"YBR024W" "MATCH" "1" "SCO2" "S. cerevisiae" "Suppressor of Cytochrome Oxidase deficiency" "906" "YBR024W" "S000000228" "ORF"
"YCR040W" "MATCH" "1" "MATALPHA1" "S. cerevisiae" "MATing type protein ALPHA" "528" "YCR040W" "S000000636" "ORF"
"YHR076W" "MATCH" "1" "PTC7" "S. cerevisiae" "Phosphatase type Two C" "1125" "YHR076W" "S000001118" "ORF"
"YLR007W" "MATCH" "1" "NSE1" "S. cerevisiae" "Non-SMC Element" "1011" "YLR007W" "S000003997" "ORF"
"YML106W" "MATCH" "1" "URA5" "S. cerevisiae" "URAcil requiring" "681" "YML106W" "S000004574" "ORF"
"YAL001C" "MATCH" "1" "TFC3" "S. cerevisiae" "Transcription Factor class C" "3573" "YAL001C" "S000000001" "ORF"
"YGR108W" "MATCH" "1" "CLB1" "S. cerevisiae" "CycLin B" "1416" "YGR108W" "S000003340" "ORF"
"YKL028W" "MATCH" "1" "TFA1" "S. cerevisiae" "Transcription Factor a, subunit 1" "1449" "YKL028W" "S000001511" "ORF"
"YGL092W" "MATCH" "1" "NUP145" "S. cerevisiae" "NUclear Pore" "3954" "YGL092W" "S000003060" "ORF"
"YHR077C" "MATCH" "1" "NMD2" "S. cerevisiae" "Nonsense-mediated MRNA Decay" "3383" "YHR077C" "S000001119" "ORF"
"YDR236C" "MATCH" "1" "FMN1" "S. cerevisiae" "FMN biosynthesis" "657" "YDR236C" "S000002644" "ORF"
"YDL006W" "MATCH" "1" "PTC1" "S. cerevisiae" "Phosphatase type Two C" "846" "YDL006W" "S000002164" "ORF"
"YDR369C" "MATCH" "1" "XRS2" "S. cerevisiae" "X-Ray Sensitive" "2565" "YDR369C" "S000002777" "ORF"
"YBR025C" "MATCH" "1" "OLA1" "S. cerevisiae" "Obg-Like ATPase" "1185" "YBR025C" "S000000229" "ORF"
"YHL022C" "MATCH" "1" "SPO11" "S. cerevisiae" "SPOrulation" "1197" "YHL022C" "S000001014" "ORF"
"YBL060W" "MATCH" "1" "YEL1" "S. cerevisiae" "Yeast EFA6-Like" "2064" "YBL060W" "S000000156" "ORF"
"YDR234W" "MATCH" "1" "LYS4" "S. cerevisiae" "LYSine requiring" "2082" "YDR234W" "S000002642" "ORF"
"YDR367W" "MATCH" "1" "KEI1" "S. cerevisiae" "Kex2-cleavable protein Essential for Inositol phosphorylceramide synthesis" "767" "YDR367W" "S000002775" "ORF"
"YPR021C" "MATCH" "1" "AGC1" "S. cerevisiae" "Aspartate-Glutamate Carrier" "2709" "YPR021C" "S000006225" "ORF"
"YBR158W" "MATCH" "1" "AMN1" "S. cerevisiae" "Antagonist of Mitotic exit Network" "1650" "YBR158W" "S000000362" "ORF"
"YBL061C" "MATCH" "1" "SKT5" "S. cerevisiae" "" "2091" "YBL061C" "S000000157" "ORF"
"YPR020W" "MATCH" "1" "ATP20" "S. cerevisiae" "ATP synthase" "348" "YPR020W" "S000006224" "ORF"
"YKL029C" "MATCH" "1" "MAE1" "S. cerevisiae" "MAlic Enzyme" "2010" "YKL029C" "S000001512" "ORF"
"YML105C" "MATCH" "1" "SEC65" "S. cerevisiae" "SECretory" "822" "YML105C" "S000004573" "ORF"
"YER119C" "MATCH" "1" "AVT6" "S. cerevisiae" "Amino acid Vacuolar Transport" "1347" "YER119C" "S000000921" "ORF"
"YLR443W" "MATCH" "1" "ECM7" "S. cerevisiae" "ExtraCellular Mutant" "1347" "YLR443W" "S000004435" "ORF"
"YDL007W" "MATCH" "1" "RPT2" "S. cerevisiae" "Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase" "1314" "YDL007W" "S000002165" "ORF"
"YBR026C" "MATCH" "1" "ETR1" "S. cerevisiae" "2-Enoyl Thioester Reductase" "1143" "YBR026C" "S000000230" "ORF"
"YHL021C" "MATCH" "1" "AIM17" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "1398" "YHL021C" "S000001013" "ORF"
"YLR008C" "MATCH" "1" "PAM18" "S. cerevisiae" "Presequence translocase-Associated Motor" "507" "YLR008C" "S000003998" "ORF"
"YOR051C" "MATCH" "1" "ETT1" "S. cerevisiae" "Enhancer of Translation Termination 1" "1239" "YOR051C" "S000005577" "ORF"
"YFR040W" "MATCH" "1" "SAP155" "S. cerevisiae" "Sit4 Associated Protein" "3009" "YFR040W" "S000001936" "ORF"
"YDR496C" "MATCH" "1" "PUF6" "S. cerevisiae" "PUmilio-homology domain Family" "1971" "YDR496C" "S000002904" "ORF"
"YLR449W" "MATCH" "1" "FPR4" "S. cerevisiae" "FKBP Proline Rotamase (isomerase)" "1179" "YLR449W" "S000004441" "ORF"
"YML100W" "MATCH" "1" "TSL1" "S. cerevisiae" "Trehalose Synthase Long chain" "3297" "YML100W" "S000004566" "ORF"
"YBR200W" "MATCH" "1" "BEM1" "S. cerevisiae" "Bud EMergence" "1656" "YBR200W" "S000000404" "ORF"
"YNL071W" "MATCH" "1" "LAT1" "S. cerevisiae" "" "1449" "YNL071W" "S000005015" "ORF"
"YHR070W" "MATCH" "1" "TRM5" "S. cerevisiae" "tRNA Methyltransferase" "1500" "YHR070W" "S000001112" "ORF"
"YAL002W" "MATCH" "1" "VPS8" "S. cerevisiae" "Vacuolar Protein Sorting" "3825" "YAL002W" "S000000002" "ORF"
"YJL052W" "MATCH" "1" "TDH1" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YJL052W" "S000003588" "ORF"
"YKL204W" "MATCH" "1" "EAP1" "S. cerevisiae" "EIF4E-Associated Protein" "1899" "YKL204W" "S000001687" "ORF"
"YPR157W" "MATCH" "1" "TDA6" "S. cerevisiae" "Topoisomerase I Damage Affected" "1404" "YPR157W" "S000006361" "ORF"
"YLR316C" "MATCH" "1" "TAD3" "S. cerevisiae" "tRNA-specific Adenosine Deaminase" "1093" "YLR316C" "S000004308" "ORF"
"YMR280C" "MATCH" "1" "CAT8" "S. cerevisiae" "CATabolite repression" "4302" "YMR280C" "S000004893" "ORF"
"YGL098W" "MATCH" "1" "USE1" "S. cerevisiae" "Unconventional SNARE in the ER" "738" "YGL098W" "S000003066" "ORF"
"YOL130W" "MATCH" "1" "ALR1" "S. cerevisiae" "ALuminum Resistance" "2580" "YOL130W" "S000005490" "ORF"
"YHL023C" "MATCH" "1" "NPR3" "S. cerevisiae" "Nitrogen Permease Regulator" "3441" "YHL023C" "S000001015" "ORF"
"YPR156C" "MATCH" "1" "TPO3" "S. cerevisiae" "Transporter of POlyamines" "1869" "YPR156C" "S000006360" "ORF"
"YDL090C" "MATCH" "1" "RAM1" "S. cerevisiae" "RAS protein and A-factor Maturation" "1296" "YDL090C" "S000002248" "ORF"
"YPR023C" "MATCH" "1" "EAF3" "S. cerevisiae" "Esa1p-Associated Factor" "1206" "YPR023C" "S000006227" "ORF"
"YIR002C" "MATCH" "1" "MPH1" "S. cerevisiae" "Mutator PHenotype" "2982" "YIR002C" "S000001441" "ORF"
"YBR201W" "MATCH" "1" "DER1" "S. cerevisiae" "Degradation in the Endoplasmic Reticulum" "636" "YBR201W" "S000000405" "ORF"
"YDR495C" "MATCH" "1" "VPS3" "S. cerevisiae" "Vacuolar Protein Sorting" "3036" "YDR495C" "S000002903" "ORF"
"YNL070W" "MATCH" "1" "TOM7" "S. cerevisiae" "Translocase of the Outer Mitochondrial membrane" "183" "YNL070W" "S000005014" "ORF"
"YHR071W" "MATCH" "1" "PCL5" "S. cerevisiae" "Pho85 CycLin" "690" "YHR071W" "S000001113" "ORF"
"YJL053W" "MATCH" "1" "PEP8" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "1140" "YJL053W" "S000003589" "ORF"
"YJL186W" "MATCH" "1" "MNN5" "S. cerevisiae" "MaNNosyltransferase" "1761" "YJL186W" "S000003722" "ORF"
"YDR362C" "MATCH" "1" "TFC6" "S. cerevisiae" "Transcription Factor C" "2019" "YDR362C" "S000002770" "ORF"
"YKL205W" "MATCH" "1" "LOS1" "S. cerevisiae" "Loss Of Suppression" "3303" "YKL205W" "S000001688" "ORF"
"YDR059C" "MATCH" "1" "UBC5" "S. cerevisiae" "UBiquitin-Conjugating" "537" "YDR059C" "S000002466" "ORF"
"YJL187C" "MATCH" "1" "SWE1" "S. cerevisiae" "Saccharomyces WEe1" "2460" "YJL187C" "S000003723" "ORF"
"YBR111W-A" "MATCH" "1" "SUS1" "S. cerevisiae" "Sl gene Upstream of ySa1" "441" "YBR111W-A" "S000028510" "ORF"
"YDR494W" "MATCH" "1" "RSM28" "S. cerevisiae" "Ribosomal Small subunit of Mitochondria" "1086" "YDR494W" "S000002902" "ORF"
"YGL097W" "MATCH" "1" "SRM1" "S. cerevisiae" "Suppressor of Receptor Mutations" "1449" "YGL097W" "S000003065" "ORF"
"YOL131W" "MATCH" "1" "" "S. cerevisiae" "" "327" "YOL131W" "S000005491" "ORF"
"YHL026C" "MATCH" "1" "" "S. cerevisiae" "" "948" "YHL026C" "S000001018" "ORF"
"YPL108W" "MATCH" "1" "" "S. cerevisiae" "" "507" "YPL108W" "S000006029" "ORF"
"YDR498C" "MATCH" "1" "SEC20" "S. cerevisiae" "SECretory" "1152" "YDR498C" "S000002906" "ORF"
"YML102W" "MATCH" "1" "CAC2" "S. cerevisiae" "Chromatin Assembly Complex" "1407" "YML102W" "S000004570" "ORF"
"YAL005C" "MATCH" "1" "SSA1" "S. cerevisiae" "Stress-Seventy subfamily A" "1929" "YAL005C" "S000000004" "ORF"
"YPL109C" "MATCH" "1" "MCO76" "S. cerevisiae" "Mitochondrial Class One protein of 76 kDa" "2126" "YPL109C" "S000006030" "ORF"
"YHL025W" "MATCH" "1" "SNF6" "S. cerevisiae" "Sucrose NonFermenting" "999" "YHL025W" "S000001017" "ORF"
"YFR043C" "MATCH" "1" "IRC6" "S. cerevisiae" "Increased Recombination Centers" "714" "YFR043C" "S000001939" "ORF"
"YHR072W" "MATCH" "1" "ERG7" "S. cerevisiae" "ERGosterol biosynthesis" "2196" "YHR072W" "S000001114" "ORF"
