Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O16189	O16189_CAEEL	unreviewed	Lipase_3 domain-containing protein	CELE_F25A2.1 F25A2.1	Caenorhabditis elegans	290
N1NTD2	N1NTD2_CAEEL	unreviewed	Ubiquitin carboxyl-terminal hydrolase	math-33 CELE_H19N07.2 H19N07.2	Caenorhabditis elegans	1133
E2JKZ4	E2JKZ4_CAEEL	unreviewed	Uncharacterized protein	C08B6.2 CELE_C08B6.2	Caenorhabditis elegans	218
E1NZ12	E1NZ12_CAEEL	unreviewed	Uncharacterized protein	CELE_Y40B1A.3 Y40B1A.3	Caenorhabditis elegans	515
P91371	P91371_CAEEL	unreviewed	Uncharacterized protein	CELE_K11H12.6 K11H12.6	Caenorhabditis elegans	132
G5ECG6	G5ECG6_CAEEL	unreviewed	COesterase domain-containing protein	nlg-1 C40C9.5 CELE_C40C9.5	Caenorhabditis elegans	763
Q1ZXT8	Q1ZXT8_CAEEL	unreviewed	Uncharacterized protein	CELE_F59C6.14 F59C6.14	Caenorhabditis elegans	138
I7K4J6	I7K4J6_CAEEL	unreviewed	FiBrilliN homolog	fbn-1 CELE_ZK783.1 ZK783.1	Caenorhabditis elegans	2203
H2KZU6	H2KZU6_CAEEL	unreviewed	Sensory AXon guidance	sax-2 CELE_F21H11.2 F21H11.2	Caenorhabditis elegans	714
P91256	P91256_CAEEL	unreviewed	Uncharacterized protein	exp-2 CELE_F12F3.1 F12F3.1	Caenorhabditis elegans	469
G5EFU5	G5EFU5_CAEEL	unreviewed	Uncharacterized protein	CELE_T28D6.5 T28D6.5	Caenorhabditis elegans	718
A0A0K3AVB0	A0A0K3AVB0_CAEEL	unreviewed	Uncharacterized protein	B0554.7 CELE_B0554.7	Caenorhabditis elegans	190
Q2L6V0	Q2L6V0_CAEEL	unreviewed	Uncharacterized protein	B0261.6 CELE_B0261.6	Caenorhabditis elegans	84
V6CK14	V6CK14_CAEEL	unreviewed	High Incidence of Males (Increased X chromosome loss)	him-19 CELE_Y95B8A.11 Y95B8A.11	Caenorhabditis elegans	410
Q9GYK3	Q9GYK3_CAEEL	unreviewed	Uncharacterized protein	C05D9.4 CELE_C05D9.4	Caenorhabditis elegans	183
A0A0K3ARU4	A0A0K3ARU4_CAEEL	unreviewed	Uncharacterized protein	CELE_F48E8.8 F48E8.8	Caenorhabditis elegans	27
Q86S68	Q86S68_CAEEL	unreviewed	CDT1 domain-containing protein	cdt-1 CELE_Y54E10A.15 Y54E10A.15	Caenorhabditis elegans	684
Q9XXL9	Q9XXL9_CAEEL	unreviewed	Glycosyltransferase family 92 protein (EC 2.4.1.-)	CELE_ZK1025.4 ZK1025.4	Caenorhabditis elegans	402
I2HAJ0	I2HAJ0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y106G6H.6 Y106G6H.6	Caenorhabditis elegans	237
A0A0K3AT40	A0A0K3AT40_CAEEL	unreviewed	Xylosyltransferase sqv-6	sqv-6 CELE_Y50D4C.4 Y50D4C.4	Caenorhabditis elegans	126
H2FLI8	H2FLI8_CAEEL	unreviewed	Ig-like domain-containing protein	rig-5 C36F7.4 CELE_C36F7.4	Caenorhabditis elegans	424
D6R8X7	D6R8X7_CAEEL	unreviewed	DUF281 domain-containing protein	CELE_F49C5.11 F49C5.11	Caenorhabditis elegans	166
A0A0K3AUT2	A0A0K3AUT2_CAEEL	unreviewed	Armadillo repeat-containing protein wrm-1	wrm-1 B0336.1 CELE_B0336.1	Caenorhabditis elegans	742
A0A0K3ASQ1	A0A0K3ASQ1_CAEEL	unreviewed	Dwarfin sma	daf-3 CELE_F25E2.5 F25E2.5	Caenorhabditis elegans	861
Q2V4T1	Q2V4T1_CAEEL	unreviewed	Uncharacterized protein	CELE_ZK813.4 ZK813.4	Caenorhabditis elegans	152
A0A1E1GUV3	A0A1E1GUV3_CAEEL	unreviewed	Uncharacterized protein	CELE_F17C11.26 F17C11.26	Caenorhabditis elegans	172
Q8I093	Q8I093_CAEEL	unreviewed	FERM domain-containing protein	CELE_F07C6.4 F07C6.4	Caenorhabditis elegans	396
L8E6M6	L8E6M6_CAEEL	unreviewed	ATP-dependent DNA helicase	CELE_T19C9.10 T19C9.10	Caenorhabditis elegans	179
H2KZW9	H2KZW9_CAEEL	unreviewed	ZP domain-containing protein	cutl-24 CELE_Y38C1AA.5 Y38C1AA.5	Caenorhabditis elegans	599
D7SFQ5	D7SFQ5_CAEEL	unreviewed	J domain-containing protein	dnj-25 CELE_W07A8.3 W07A8.3	Caenorhabditis elegans	458
H2L023	H2L023_CAEEL	unreviewed	Adenylyl cyclase-associated protein	cas-1 CELE_F41G4.2 F41G4.2	Caenorhabditis elegans	495
G5EFL5	G5EFL5_CAEEL	unreviewed	ALP/Enigma encoding	alp-1 CELE_T11B7.4 T11B7.4	Caenorhabditis elegans	1424
G5EGG0	G5EGG0_CAEEL	unreviewed	USO1 (Yeast transport protein) homolog	uso-1 CELE_K09B11.9 K09B11.9	Caenorhabditis elegans	941
A0A131MBA1	A0A131MBA1_CAEEL	unreviewed	Activator of G protein Signalling	ags-3 CELE_F32A6.4 F32A6.4	Caenorhabditis elegans	101
D1MN68	D1MN68_CAEEL	unreviewed	WD_REPEATS_REGION domain-containing protein	gpb-1 CELE_F13D12.7 F13D12.7	Caenorhabditis elegans	153
A6ZJ66	A6ZJ66_CAEEL	unreviewed	TWiK family of potassium channels	twk-22 CELE_T01B4.2 T01B4.2	Caenorhabditis elegans	704
Q9XUW3	Q9XUW3_CAEEL	unreviewed	Uncharacterized protein	CELE_F59A1.11 F59A1.11	Caenorhabditis elegans	303
V6CLB5	V6CLB5_CAEEL	unreviewed	EGF-like domain-containing protein	C01B10.6 CELE_C01B10.6	Caenorhabditis elegans	42
E1B6S3	E1B6S3_CAEEL	unreviewed	CRiM (Cysteine Rich motor neuron protein) homolog	crm-1 B0024.14 CELE_B0024.14	Caenorhabditis elegans	875
Q18458	Q18458_CAEEL	unreviewed	Uncharacterized protein	C34E7.3 CELE_C34E7.3	Caenorhabditis elegans	263
Q8WQE5	Q8WQE5_CAEEL	unreviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	CELE_K08E3.5 K08E3.5	Caenorhabditis elegans	497
A0A061AKV6	A0A061AKV6_CAEEL	unreviewed	GB1/RHD3-type G domain-containing protein	atln-2 CELE_Y41E3.3 Y41E3.3	Caenorhabditis elegans	315
A0A061AD48	A0A061AD48_CAEEL	unreviewed	Protein kinase domain-containing protein	nekl-1 CELE_Y39G10AR.3 Y39G10AR.3	Caenorhabditis elegans	983
D0VWM6	D0VWM6_CAEEL	unreviewed	Protein kinase domain-containing protein	CELE_ZC373.3 ZC373.3	Caenorhabditis elegans	300
A0A5S9MND1	A0A5S9MND1_CAEEL	unreviewed	Uncharacterized protein	CELE_Y40B1A.3 Y40B1A.3	Caenorhabditis elegans	517
A0A0K3ASV3	A0A0K3ASV3_CAEEL	unreviewed	BED-type domain-containing protein	CELE_T10B5.10 T10B5.10	Caenorhabditis elegans	311
Q19618	Q19618_CAEEL	unreviewed	Uncharacterized protein	CELE_F20B10.3 F20B10.3	Caenorhabditis elegans	247
V6CIU7	V6CIU7_CAEEL	unreviewed	CTP_transf_like domain-containing protein	CELE_Y18H1A.11 Y18H1A.11	Caenorhabditis elegans	216
E5QCF5	E5QCF5_CAEEL	unreviewed	WD_REPEATS_REGION domain-containing protein	mlst-8 C10H11.8 CELE_C10H11.8	Caenorhabditis elegans	356
D0Z5N2	D0Z5N2_CAEEL	unreviewed	BZIP domain-containing protein	crh-1 CELE_Y41C4A.4 Y41C4A.4	Caenorhabditis elegans	189
H1UBJ0	H1UBJ0_CAEEL	unreviewed	PH domain-containing protein	uig-1 CELE_F32F2.1 F32F2.1	Caenorhabditis elegans	416
Q21435	Q21435_CAEEL	unreviewed	Lipase maturation factor	CELE_K11G12.6 K11G12.6	Caenorhabditis elegans	503
Q9BHL3	Q9BHL3_CAEEL	unreviewed	Uncharacterized protein	CELE_Y111B2A.10 Y111B2A.10	Caenorhabditis elegans	312
F8Y420	F8Y420_CAEEL	unreviewed	B box-type domain-containing protein	nhl-3 CELE_W04H10.3 W04H10.3	Caenorhabditis elegans	599
A0A1N7SYQ3	A0A1N7SYQ3_CAEEL	unreviewed	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	ate-1 CELE_K07A1.9 K07A1.9	Caenorhabditis elegans	416
A0A5S9MN21	A0A5S9MN21_CAEEL	unreviewed	Uncharacterized protein	CELE_Y48C3A.5 Y48C3A.5	Caenorhabditis elegans	542
A0A0S4XR45	A0A0S4XR45_CAEEL	unreviewed	ULP_PROTEASE domain-containing protein	ulp-2 CELE_Y38A8.3 Y38A8.3	Caenorhabditis elegans	711
H2L0F7	H2L0F7_CAEEL	unreviewed	GEX Interacting protein	gei-4 CELE_W07B3.2 W07B3.2	Caenorhabditis elegans	542
F5GUA9	F5GUA9_CAEEL	unreviewed	CaMKII_AD domain-containing protein	unc-43 CELE_K11E8.1 K11E8.1	Caenorhabditis elegans	298
Q19986	Q19986_CAEEL	unreviewed	WD_REPEATS_REGION domain-containing protein	CELE_F33G12.2 F33G12.2	Caenorhabditis elegans	305
H2L2A0	H2L2A0_CAEEL	unreviewed	Uncharacterized protein	CELE_F40F8.5 F40F8.5	Caenorhabditis elegans	404
U4PSB4	U4PSB4_CAEEL	unreviewed	Inward Rectifying K (Potassium) channel family	irk-2 CELE_M02A10.2 M02A10.2	Caenorhabditis elegans	460
A0A0S4XRV4	A0A0S4XRV4_CAEEL	unreviewed	Homeobox protein ceh-8	ceh-8 CELE_ZK265.4 ZK265.4	Caenorhabditis elegans	142
G5ECL0	G5ECL0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y64G10A.7 Y64G10A.7	Caenorhabditis elegans	1654
Q9TZI2	Q9TZI2_CAEEL	unreviewed	RRM domain-containing protein	ztf-4 CELE_T10B11.3 T10B11.3	Caenorhabditis elegans	367
G5EFK2	G5EFK2_CAEEL	unreviewed	RICTOR_V domain-containing protein	rict-1 CELE_F29C12.3 F29C12.3	Caenorhabditis elegans	1578
A0A1D3PDE4	A0A1D3PDE4_CAEEL	unreviewed	Uncharacterized protein	CELE_R05D7.5 R05D7.5	Caenorhabditis elegans	238
A0A0K3AVG1	A0A0K3AVG1_CAEEL	unreviewed	COesterase domain-containing protein	nlg-1 C40C9.5 CELE_C40C9.5	Caenorhabditis elegans	801
G2HK17	G2HK17_CAEEL	unreviewed	Uncharacterized protein	CELE_Y66D12A.8 Y66D12A.8	Caenorhabditis elegans	52
Q17922	Q17922_CAEEL	unreviewed	HMG box domain-containing protein	sox-4 C12D12.5 CELE_C12D12.5	Caenorhabditis elegans	224
Q7JM20	Q7JM20_CAEEL	unreviewed	TWiK family of potassium channels	twk-8 CELE_ZC410.4 ZC410.4	Caenorhabditis elegans	755
A0A061AJ27	A0A061AJ27_CAEEL	unreviewed	RBD (RNA binding domain) protein	rbd-1 CELE_T23F6.4 T23F6.4	Caenorhabditis elegans	388
A8WFM4	A8WFM4_CAEEL	unreviewed	MFS domain-containing protein	vpat-1 CELE_F55A4.8 F55A4.8	Caenorhabditis elegans	415
Q2L6X5	Q2L6X5_CAEEL	unreviewed	ZT_dimer domain-containing protein	CELE_PDB1.1 PDB1.1	Caenorhabditis elegans	306
V6CK23	V6CK23_CAEEL	unreviewed	Uncharacterized protein	CELE_W03F8.6 W03F8.6	Caenorhabditis elegans	25
Q8ITY1	Q8ITY1_CAEEL	unreviewed	PEPCK_GTP domain-containing protein	pck-1 CELE_W05G11.6 W05G11.6	Caenorhabditis elegans	366
A0A0K3AYE4	A0A0K3AYE4_CAEEL	unreviewed	Rho-GAP domain-containing protein	rga-4 CELE_Y75B7AL.4 Y75B7AL.4	Caenorhabditis elegans	1055
Q9U3I6	Q9U3I6_CAEEL	unreviewed	Ubiquitin fusion degradation protein 1 homolog	ufd-1 CELE_F19B6.2 F19B6.2	Caenorhabditis elegans	336
Q17813	Q17813_CAEEL	unreviewed	UDPGT domain-containing protein	ugt-17 C08B6.1 CELE_C08B6.1	Caenorhabditis elegans	536
E0AHC0	E0AHC0_CAEEL	unreviewed	MFS domain-containing protein	CELE_F14D7.6 F14D7.6	Caenorhabditis elegans	157
I7LHW0	I7LHW0_CAEEL	unreviewed	Uncharacterized protein	C10C6.7 CELE_C10C6.7	Caenorhabditis elegans	91
F5GU83	F5GU83_CAEEL	unreviewed	Uncharacterized protein	CELE_T21C12.8 T21C12.8	Caenorhabditis elegans	153
A0A061ACJ5	A0A061ACJ5_CAEEL	unreviewed	Protein kinase domain-containing protein	ttbk-3 CELE_F32B6.10 F32B6.10	Caenorhabditis elegans	555
H2KYM1	H2KYM1_CAEEL	unreviewed	DUF4440 domain-containing protein	C39D10.8 CELE_C39D10.8	Caenorhabditis elegans	131
O01442	O01442_CAEEL	unreviewed	Uncharacterized protein	B0261.7 CELE_B0261.7	Caenorhabditis elegans	351
V6CLN7	V6CLN7_CAEEL	unreviewed	Zinc finger putative Transcription Factor family	ztf-3 C53D5.4 CELE_C53D5.4	Caenorhabditis elegans	288
O02237	O02237_CAEEL	unreviewed	Uncharacterized protein	CELE_E01G4.3 E01G4.3	Caenorhabditis elegans	130
G5ECL1	G5ECL1_CAEEL	unreviewed	Uncharacterized protein	CELE_M05D6.2 M05D6.2	Caenorhabditis elegans	521
D5MCS0	D5MCS0_CAEEL	unreviewed	BTB domain-containing protein	kvs-2 C32C4.1 CELE_C32C4.1	Caenorhabditis elegans	496
Q21934	Q21934_CAEEL	unreviewed	Uncharacterized protein	CELE_R11D1.1 R11D1.1	Caenorhabditis elegans	622
G1K110	G1K110_CAEEL	unreviewed	Aamy domain-containing protein	atgp-2 C38C6.2 CELE_C38C6.2	Caenorhabditis elegans	191
V6CLD4	V6CLD4_CAEEL	unreviewed	Rap-GAP domain-containing protein	hgap-1 CELE_Y18H1A.3 Y18H1A.3	Caenorhabditis elegans	967
U4PEG1	U4PEG1_CAEEL	unreviewed	Uncharacterized protein	C23H5.11 CELE_C23H5.11	Caenorhabditis elegans	39
K8ESG9	K8ESG9_CAEEL	unreviewed	SET domain-containing protein	set-5 C47E8.8 CELE_C47E8.8	Caenorhabditis elegans	1520
H9G347	H9G347_CAEEL	unreviewed	F-box domain-containing protein	CELE_T10C6.15 T10C6.15	Caenorhabditis elegans	253
Q95Y25	Q95Y25_CAEEL	unreviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7)	CELE_Y41D4A.6 Y41D4A.6	Caenorhabditis elegans	452
Q8IA66	Q8IA66_CAEEL	unreviewed	NTP_transf_2 domain-containing protein	mut-2 CELE_K04F10.6 K04F10.6	Caenorhabditis elegans	338
Q9U2P0	Q9U2P0_CAEEL	unreviewed	F-box domain-containing protein	fbxa-210 CELE_Y37H2A.5 Y37H2A.5	Caenorhabditis elegans	412
B7WN81	B7WN81_CAEEL	unreviewed	DEAD boX helicase homolog	ddx-19 CELE_T07D4.4 T07D4.4	Caenorhabditis elegans	497
V6CLC6	V6CLC6_CAEEL	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	CELE_T22D1.3 T22D1.3	Caenorhabditis elegans	522
O62102	O62102_CAEEL	unreviewed	Proteasome subunit beta (EC 3.4.25.1)	pbs-2 C47B2.4 CELE_C47B2.4	Caenorhabditis elegans	277
Q8I7L5	Q8I7L5_CAEEL	unreviewed	LIN-24 (Twenty-four) Like	lntl-1 C31H1.6 CELE_C31H1.6	Caenorhabditis elegans	283
Q9TZ84	Q9TZ84_CAEEL	unreviewed	Ubiquitin-like domain-containing protein	CELE_F54D10.7 F54D10.7	Caenorhabditis elegans	264
Q95Y54	Q95Y54_CAEEL	unreviewed	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	acsd-1 CELE_Y71D11A.3 Y71D11A.3	Caenorhabditis elegans	352
E5QCG4	E5QCG4_CAEEL	unreviewed	Kinesin-like protein	klp-11 CELE_F20C5.2 F20C5.2	Caenorhabditis elegans	27
A3QMB9	A3QMB9_CAEEL	unreviewed	Uncharacterized protein	hpo-12 C42C1.10 CELE_C42C1.10	Caenorhabditis elegans	313
V6CIR0	V6CIR0_CAEEL	unreviewed	Dystrophin-1	dys-1 CELE_F15D3.1 F15D3.1	Caenorhabditis elegans	149
J7RNJ1	J7RNJ1_CAEEL	unreviewed	Uncharacterized protein	C44C10.9 CELE_C44C10.9	Caenorhabditis elegans	149
W6SBJ0	W6SBJ0_CAEEL	unreviewed	HECT domain-containing protein	herc-1 CELE_Y48G8AL.1 Y48G8AL.1	Caenorhabditis elegans	213
Q8MQ33	Q8MQ33_CAEEL	unreviewed	SCP domain-containing protein	lon-1 CELE_F48E8.1 F48E8.1	Caenorhabditis elegans	287
Q7JM05	Q7JM05_CAEEL	unreviewed	PhosphatidylInositol Glycan anchor biosynthesis class G	pigg-1 CELE_F28C6.4 F28C6.4	Caenorhabditis elegans	689
A0A131MD67	A0A131MD67_CAEEL	unreviewed	JmjC domain-containing protein	jmjd-3.3 C29F7.6 CELE_C29F7.6	Caenorhabditis elegans	329
Q6A2D2	Q6A2D2_CAEEL	unreviewed	Uncharacterized protein	hpo-34 CELE_F29G6.3 F29G6.3	Caenorhabditis elegans	1453
V6CLQ6	V6CLQ6_CAEEL	unreviewed	NTR domain-containing protein	sfrp-1 CELE_Y73B6BL.21 Y73B6BL.21	Caenorhabditis elegans	189
I2HAG9	I2HAG9_CAEEL	unreviewed	Arrestin_C domain-containing protein	arrd-3 CELE_M176.1 M176.1	Caenorhabditis elegans	177
Q8I4J3	Q8I4J3_CAEEL	unreviewed	Prion-like-(Q/N-rich)-domain-bearing protein	pqn-36 CELE_F39D8.1 F39D8.1	Caenorhabditis elegans	919
A0A0K3AV17	A0A0K3AV17_CAEEL	unreviewed	NRF domain-containing protein	oac-39 CELE_R02C2.3 R02C2.3	Caenorhabditis elegans	711
Q9U285	Q9U285_CAEEL	unreviewed	G domain-containing protein	noa-1 CELE_Y48E1B.2 Y48E1B.2	Caenorhabditis elegans	388
Q95PX8	Q95PX8_CAEEL	unreviewed	WW domain-containing protein	tcer-1 CELE_ZK1127.9 ZK1127.9	Caenorhabditis elegans	905
G4SR37	G4SR37_CAEEL	unreviewed	Prion-like-(Q/N-rich)-domain-bearing protein	pqn-72 CELE_W01B11.5 W01B11.5	Caenorhabditis elegans	407
O17682	O17682_CAEEL	unreviewed	Uncharacterized protein	C49F5.3 CELE_C49F5.3	Caenorhabditis elegans	208
G5EEM8	G5EEM8_CAEEL	unreviewed	Uncharacterized protein	C06H5.8 CELE_C06H5.8	Caenorhabditis elegans	147
S6F519	S6F519_CAEEL	unreviewed	C2H2-type domain-containing protein	sea-2 CELE_K10G6.3 K10G6.3	Caenorhabditis elegans	1487
Q22759	Q22759_CAEEL	unreviewed	Uncharacterized protein	CELE_T25B6.4 T25B6.4	Caenorhabditis elegans	96
Q688Z6	Q688Z6_CAEEL	unreviewed	GB1/RHD3-type G domain-containing protein	atln-1 CELE_Y54G2A.2 Y54G2A.2	Caenorhabditis elegans	535
Q8MXD9	Q8MXD9_CAEEL	unreviewed	KH domain-containing protein	mek-5 CELE_E02D9.1 E02D9.1	Caenorhabditis elegans	315
Q8I4H8	Q8I4H8_CAEEL	unreviewed	LID domain-containing protein	ldb-1 CELE_F58A3.1 F58A3.1	Caenorhabditis elegans	578
Q95XW3	Q95XW3_CAEEL	unreviewed	ZP domain-containing protein	cutl-26 CELE_Y55F3C.7 Y55F3C.7	Caenorhabditis elegans	500
G5EDC5	G5EDC5_CAEEL	unreviewed	Protein-tyrosine-phosphatase	ptp-3 C09D8.1 CELE_C09D8.1	Caenorhabditis elegans	2009
W6RQZ7	W6RQZ7_CAEEL	unreviewed	IntraMembrane Protease (IMPAS) family	imp-3 C33H5.11 CELE_C33H5.11	Caenorhabditis elegans	98
X5LXA9	X5LXA9_CAEEL	unreviewed	GATOR complex protein NPRL3	nprl-3 CELE_F35H10.7 F35H10.7	Caenorhabditis elegans	494
G5EEP6	G5EEP6_CAEEL	unreviewed	Uncharacterized protein	CELE_T01D3.1 T01D3.1	Caenorhabditis elegans	353
H1UBJ7	H1UBJ7_CAEEL	unreviewed	DNA topoisomerase (EC 5.6.2.1)	CELE_Y48C3A.14 Y48C3A.14	Caenorhabditis elegans	163
G5EFB7	G5EFB7_CAEEL	unreviewed	UDP-galactose/UDP-N-acetylglucosamine transporter srf-3	srf-3 CELE_M02B1.1 M02B1.1	Caenorhabditis elegans	244
Q8WQF1	Q8WQF1_CAEEL	unreviewed	Propionyl Coenzyme A Carboxylase Beta subunit	pccb-1 CELE_F52E4.1 F52E4.1	Caenorhabditis elegans	522
I2HAJ3	I2HAJ3_CAEEL	unreviewed	Uncharacterized protein	CELE_Y106G6H.6 Y106G6H.6	Caenorhabditis elegans	274
V6CJ73	V6CJ73_CAEEL	unreviewed	Zinc finger putative Transcription Factor family	ztf-3 C53D5.4 CELE_C53D5.4	Caenorhabditis elegans	186
Q17948	Q17948_CAEEL	unreviewed	Serine/threonine protein phosphatase 2A regulatory subunit	pptr-2 C13G3.3 CELE_C13G3.3	Caenorhabditis elegans	557
Q0PDJ7	Q0PDJ7_CAEEL	unreviewed	NOT2_3_5 domain-containing protein	ntl-3 CELE_Y56A3A.1 Y56A3A.1	Caenorhabditis elegans	198
Q18655	Q18655_CAEEL	unreviewed	MFS domain-containing protein	C46C2.2 CELE_C46C2.2	Caenorhabditis elegans	520
D4YW54	D4YW54_CAEEL	unreviewed	Uncharacterized protein	CELE_T22D1.17 T22D1.17	Caenorhabditis elegans	97
O62492	O62492_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_Y57A10C.8 Y57A10C.8	Caenorhabditis elegans	335
V6CLU8	V6CLU8_CAEEL	unreviewed	ZM domain-containing protein	pqn-22 C46G7.4 CELE_C46G7.4	Caenorhabditis elegans	1010
U4PS79	U4PS79_CAEEL	unreviewed	Ig-like domain-containing protein	unc-52 CELE_ZC101.2 ZC101.2	Caenorhabditis elegans	137
H9G351	H9G351_CAEEL	unreviewed	Basement membrane proteoglycan	unc-52 CELE_ZC101.2 ZC101.2	Caenorhabditis elegans	2296
Q9GP94	Q9GP94_CAEEL	unreviewed	LIM zinc-binding domain-containing protein	mlp-1 CELE_T04C9.4 T04C9.4	Caenorhabditis elegans	95
C9IY37	C9IY37_CAEEL	unreviewed	Uncharacterized protein	CELE_F48F5.6 F48F5.6	Caenorhabditis elegans	63
Q4W5S0	Q4W5S0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y47G6A.32 Y47G6A.32	Caenorhabditis elegans	198
X5M5M2	X5M5M2_CAEEL	unreviewed	ARID domain-containing protein	let-526 C01G8.9 CELE_C01G8.9	Caenorhabditis elegans	1741
A0A0K3AV21	A0A0K3AV21_CAEEL	unreviewed	Mucin Like protein	mul-1 CELE_F49F1.6 F49F1.6	Caenorhabditis elegans	189
A0A0K3AS04	A0A0K3AS04_CAEEL	unreviewed	Zf-Di19 domain-containing protein	CELE_ZK652.6 ZK652.6	Caenorhabditis elegans	488
Q9U3R5	Q9U3R5_CAEEL	unreviewed	Uncharacterized protein	C05E7.1 CELE_C05E7.1	Caenorhabditis elegans	274
D3YT33	D3YT33_CAEEL	unreviewed	Dauer Up-Regulated	dur-1 CELE_F25H8.5 F25H8.5	Caenorhabditis elegans	381
G1K0V0	G1K0V0_CAEEL	unreviewed	Uncharacterized protein	C56E10.3 CELE_C56E10.3	Caenorhabditis elegans	528
A0A061ADV3	A0A061ADV3_CAEEL	unreviewed	RING-type domain-containing protein	CELE_T23F6.3 T23F6.3	Caenorhabditis elegans	65
D9P2J5	D9P2J5_CAEEL	unreviewed	Na/Ca eXchangers	ncx-10 CELE_Y97E10B.7 Y97E10B.7	Caenorhabditis elegans	551
Q8MPV0	Q8MPV0_CAEEL	unreviewed	Wrapper/Rega-1/Klingon homolog	wrk-1 CELE_F41D9.3 F41D9.3	Caenorhabditis elegans	345
A0A0K3AYI6	A0A0K3AYI6_CAEEL	unreviewed	Uncharacterized protein	mig-2 C35C5.4 CELE_C35C5.4	Caenorhabditis elegans	66
S6EZK7	S6EZK7_CAEEL	unreviewed	VWFA domain-containing protein	vwa-8 CELE_F11C1.5 F11C1.5	Caenorhabditis elegans	974
A0A131MCY9	A0A131MCY9_CAEEL	unreviewed	Uncharacterized protein	CELE_T24A6.16 T24A6.16	Caenorhabditis elegans	104
H2FLK8	H2FLK8_CAEEL	unreviewed	Plant Late Embryo Abundant (LEA) related	lea-1 CELE_K08H10.1 K08H10.1	Caenorhabditis elegans	1381
H2KZQ7	H2KZQ7_CAEEL	unreviewed	Uncharacterized protein	exp-2 CELE_F12F3.1 F12F3.1	Caenorhabditis elegans	501
H2L078	H2L078_CAEEL	unreviewed	Uncharacterized protein	CELE_T19D12.2 T19D12.2	Caenorhabditis elegans	516
A0A0K3ASN9	A0A0K3ASN9_CAEEL	unreviewed	FiLamiN (Actin binding protein) homolog	fln-2 C23F12.1 CELE_C23F12.1	Caenorhabditis elegans	2030
A0A0K3AR51	A0A0K3AR51_CAEEL	unreviewed	DHR-2 domain-containing protein	CELE_F22G12.5 F22G12.5	Caenorhabditis elegans	2338
A0A1I6CM55	A0A1I6CM55_CAEEL	unreviewed	Heterodimeric GTPase Activating Protein subunit	hgap-2 CELE_D2085.5 D2085.5	Caenorhabditis elegans	1742
Q9N363	Q9N363_CAEEL	unreviewed	mRNA_decap_C domain-containing protein	dcap-1 CELE_Y55F3AM.12 Y55F3AM.12	Caenorhabditis elegans	332
A0A168HBM6	A0A168HBM6_CAEEL	unreviewed	Serpentine Receptor, class T	srt-13 CELE_ZC142.1 ZC142.1	Caenorhabditis elegans	96
Q9N3H6	Q9N3H6_CAEEL	unreviewed	RING-type domain-containing protein	CELE_Y52E8A.2 Y52E8A.2	Caenorhabditis elegans	192
U4PRA0	U4PRA0_CAEEL	unreviewed	Calponin-homology (CH) domain-containing protein	fln-1 CELE_Y66H1B.2 Y66H1B.2	Caenorhabditis elegans	2074
V6CLU7	V6CLU7_CAEEL	unreviewed	Uncharacterized protein	CELE_Y34D9A.3 Y34D9A.3	Caenorhabditis elegans	175
X5M900	X5M900_CAEEL	unreviewed	Uncharacterized protein	CELE_T28C6.7 T28C6.7	Caenorhabditis elegans	2304
U4PRE9	U4PRE9_CAEEL	unreviewed	B30.2/SPRY domain-containing protein	spsb-1 CELE_Y46E12BL.4 Y46E12BL.4	Caenorhabditis elegans	352
Q4R165	Q4R165_CAEEL	unreviewed	Lipase_3 domain-containing protein	CELE_Y54G2A.45 Y54G2A.45	Caenorhabditis elegans	337
Q95R01	Q95R01_CAEEL	unreviewed	Target Of Splicing	tos-1 CELE_K07B1.6 K07B1.6	Caenorhabditis elegans	157
Q21567	Q21567_CAEEL	unreviewed	Uncharacterized protein	CELE_M28.4 M28.4	Caenorhabditis elegans	775
A0A0K3ARX0	A0A0K3ARX0_CAEEL	unreviewed	HUN domain-containing protein	pqn-80 CELE_Y111B2A.14 Y111B2A.14	Caenorhabditis elegans	560
U4PAM5	U4PAM5_CAEEL	unreviewed	C-type lectin domain-containing protein	clec-85 CELE_Y54G2A.6 Y54G2A.6	Caenorhabditis elegans	181
H1ZUV4	H1ZUV4_CAEEL	unreviewed	CYtochrome P450 family	cyp-34a6 cyp-34A6 B0213.11 CELE_B0213.11	Caenorhabditis elegans	326
